115	RPS18A	1.209	0.94	0.899	0.798	-0.795	-1.75	0.11
116	PPN1	-0.095	-0.079	-0.099	0.076	0.477	0.618	0.069
117	GUK1	0.952	0.929	0.562	0.244	-0.324	-0.433	0.52
118	NHX1	0.493	0.463	0.38	0.22	0.275	0.465	0.443
119	HEH2	0.186	0.419	0.33	-0.029	0.253	-0.462	0.019
120	TFB3	-0.376	0.36	0.277	0.213	0.404	-0.385	-0.231
121	IRC22	0.567	0.618	0.687	0.097	0.164	0.212	0.226
122	GIM4	0.678	0.632	0.78	-0.283	-0.193	-0.17	-0.166
123	VAB2	0.248	-0.158	0.585	-0.466	0.147	0.222	0.074
124	MIT1	0.308	0.09	0.129	0.069	-0.233	0.294	0.188
125	GCN4	0.957	1.099	0.989	0.157	-0.032	-0.15	0.585
